Timestamp,Gender ,Age ,1.     Marital Status:,  Are your parents together or separated?  ,1.     Have you experienced domestic abuse or family violence?,1.     Has a parent or close family relative or love ones  died in the last 12 months?,1.     Have you recently ended a romantic relationship?,8.     What is your highest level of education?,8.     What is your current employment status?,8.     Please indicate the highest level of schooling completed by your mother:,8.     Please indicate the highest level of schooling completed by your Father:,8.     How often do you exercise or walk ?,"8.     If given a choice between a healthy meal and junk food, which would you pick?",8.     How many times a week do you eat home-cooked meals instead of fast food?,"8.     Do you prefer sugary drinks (e.g., soda, energy drinks) over water or fresh juices?",8.     Has anyone in your family been diagnosed with psychological condition   ?,  How happy are you with your living situation?  ,8.     What field did you choose for your studies?,8.     Are you satisfied with your choice to pursue this degree program?,20.Do you consider your course load stressful?,21.Do you feel stressed about your current financial situation? Why?,  How often do you feel worried or nervous?  , Do you find yourself worrying excessively about different things, How difficult is it for you to control your worries?,"Do you experience physical symptoms like sweating, shaking, or a racing heartbeat when anxious?",  Do you feel uneasy or find it hard to relax?  ,How often do you find it hard to concentrate or focus ?,Do you avoid social situations because of fear or nervousness?,  Have you ever felt sudden fear or panic (panic attrack )?  ,"  Does your anxiety make daily life, work, or relationships harder?  "," How often do you feel like something bad is going to happen, even if there’s no clear reason?",How often do you feel sad or down?,Do you feel hopeless about the future?,  How often do you feel bad about yourself or guilty?  ,Do you enjoy the things you used to love doing?,Do you have trouble sleeping?,  Do you feel like crying more than before?  ,Do you feel restless or slowed down?,Have you had thoughts about harming yourself?,How is your energy level?,How is your appetite?,  How often have you felt upset because something unexpected happened? ,How often have you felt like you couldn’t control the important parts of your life? ,How often have you felt nervous and stressed? ,How often have you felt confident in solving your personal problems? ,How often have you felt like things were going well for you? ,  How often do you feel like you have too much to do and can't handle it?  ,How often have you been able to stay calm and control your anger when something irritated you? ,How often have you felt like you were in control of your life and responsibilities? ,How often have you felt angry because things happened that were out of your control? ,How often have you felt like your problems were too big to handle?
3/28/2025 8:19:03,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Master’s,Bachelor’s,2-3 times a week,Mostly junk food,3-5 times,Sometimes,No,Pretty happy,Computer Science,Yes,Yes,No Alhumdulillah not,A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time)
3/28/2025 9:33:25,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,School,Bachelor’s,1-2 times a week,Mostly healthy meal,Almost every day,Never,No,Pretty happy,,Yes,No,,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",I eat a little less than usual.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/28/2025 9:50:47,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,College,College,1-2 times a week,Mostly junk food,Almost every day,Sometimes,Yes,Very happy,Computer science,Yes,Yes,"Because, my father is a single bread earner and we are three siblings so, yes.",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes)
3/28/2025 10:23:01,Prefer not to say,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Master’s,Master’s,3-5 times a week,Mostly junk food,Almost every day,Sometimes,No,Pretty happy,Cs,Yes,Yes,,A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",I have lost my appetite completely OR I eat too much.,Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all)
3/28/2025 12:06:14,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),Yes,No,No,In bachelors,Student + Employed,School,School,5-6 times a week,Mostly healthy meal,3-5 times,Sometimes,"While no formal diagnosis has been made due to the lack of a checkup, I believe there are underlying psychological issues within my family. They often seem unhappy and unsatisfied, which sometimes leads to them projecting their emotions onto me.","While I'm not satisfied with my living situation, I am at peace, to say the least. ",Electrical and Computer Engineering,Yes,No,"I do. Because, it feels like I'm burdening my family with my financial needs, and I also have a taste for finer things, so I want to be independent as soon as possible.",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all)
3/28/2025 12:08:22,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,Yes,In bachelors,Student,Bachelor’s,Bachelor’s,3-5 times a week,Mostly junk food,Almost every day,Never,No,Pretty happy,Artificial Intelligence ,Yes,Yes,"Yes, no internship and no job. Need to support my family. ",A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all)
3/28/2025 13:33:45,Male,26-35,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In Master,Employed,Bachelor’s,School,no exercise,Mostly junk food,Almost every day,Sometimes,No,A little unhappy,DS,No,No,,A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),"Low (Often feel tired, low energy)",My appetite is normal.,A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes)
3/28/2025 14:25:45,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,College,PhD,1-2 times a week,Mostly junk food,Almost every day,Often,No,Pretty happy,Computer Science,No,Yes,No,A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",I eat a little less than usual.,A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all)
3/28/2025 14:27:26,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,PhD,3-5 times a week,Mostly healthy meal,Almost every day,Sometimes,No,A little unhappy,Computer Science,Yes,Yes,,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time)
3/28/2025 15:36:18,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,Yes,In Master,Student + Employed,College,School,1-2 times a week,Mostly healthy meal,Almost every day,Often,Yes,Pretty happy,Project management ,Yes,No,No,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",I eat a little less than usual.,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes)
3/28/2025 16:32:26,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,Collage,Student,Master’s,Master’s,1-2 times a week,Mostly junk food,3-5 times,Sometimes,No,Pretty happy,Computer science ,Yes,Yes,,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),"Low (Often feel tired, low energy)",My appetite is normal.,Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time)
3/28/2025 16:45:46,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,School,School,5-6 times a week,Mostly healthy meal,3-5 times,Never,Yes,Very happy,Software Engneering,Yes,No,No I am grateful to God for everything we have,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),"Moderate (Sometimes feel tired, but mostly okay",I have lost my appetite completely OR I eat too much.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes)
3/28/2025 17:51:00,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,Bachelor’s,Bachelor’s,5-6 times a week,Mostly healthy meal,Almost every day,Never,No,A little unhappy,,"Not a definite answer, it is not my degree of choice but there are moments when i truly enjoy studying.",Sometimes.,"Yes, a lot since the economy is really bad.",Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",I eat a little less than usual.,A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes)
3/28/2025 20:39:57,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Bachelor’s,Bachelor’s,5-6 times a week,Mostly healthy meal,Almost every day,Sometimes,No,A little unhappy,Computer Science,Yes,Yes,No. Parents are financially stable and I've got my career to look forward to.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",My appetite is normal.,Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/28/2025 23:20:43,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,Bachelor’s,3-5 times a week,Mostly healthy meal,3-5 times,Never,No,Pretty happy,Computer science ,Yes,Yes,No. My father has had a financially successful career,A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time)
3/29/2025 1:43:28,Female,18-25,In a relationship,Nuclear (Both parents live together with their children),Yes,Yes,No,In bachelors,Student,Bachelor’s,Bachelor’s,2-3 times a week,Mostly healthy meal,Almost every day,Often,No,Very happy,BS Business Analytics ,Yes,Yes,"No because the finance of the house is taken care by my father, but I do spent only on necessary goods. I do sometimes feel guilty for not being able to finance my own needs. ",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",I eat a little less than usual.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes)
3/29/2025 10:48:32,Female,18-25,"Single, never married",Nuclear (Both parents live together with their children),Yes,Yes,No,In bachelors,Student,Bachelor’s,Master’s,2-3 times a week,Mostly healthy meal,Almost every day,Sometimes,Yes,Pretty happy,Comp Sci,Yes,Yes,"Sometimes, as we are unable to renovate our home otherwise everything's fine",Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),"Very low (Always tired, no energy)",I eat a little less than usual.,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes)
3/29/2025 12:41:11,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,No,In bachelors,Student,Bachelor’s,Bachelor’s,1-2 times a week,Always healthy meal,Almost every day,Never,No,Very happy,cyber security,Yes,Yes,nop,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Never (It doesn't happen at all),"Very low (Always tired, no energy)",My appetite is normal.,Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day)
3/29/2025 14:53:03,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,Bachelor’s,Bachelor’s,1-2 times a week,Mostly healthy meal,Almost every day,Sometimes,No,A little unhappy,Computer Science,Yes,Yes,No,A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),Never (It doesn't happen at all),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time)
3/29/2025 16:15:39,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,School,1-2 times a week,Mostly junk food,3-5 times,Never,No,A little unhappy,Cyber Security ,The Roadmap is very hard ,Yes,No,Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Almost every day (It happens nearly every day),A few days (It happens sometimes),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Low (Often feel tired, low energy)",I eat a little less than usual.,Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time)
3/30/2025 16:17:02,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,Bachelor’s,College,1-2 times a week,Mostly healthy meal,Almost every day,Sometimes,No,Pretty happy,Computet Science,Yes,No,"Yes, want to be self sufficient. ",A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Most days (It happens more than half the time),A few days (It happens sometimes),A few days (It happens sometimes)
3/30/2025 16:44:18,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,No,No,In bachelors,Student,College,College,5-6 times a week,Mostly healthy meal,3-5 times,Sometimes,No,Very happy,Advanced Electrical Engineering ,Yes,Yes,No i don't feel stressed  ...alhumdulillah  ,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all),Almost every day (It happens nearly every day),A few days (It happens sometimes),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Never (It doesn't happen at all),A few days (It happens sometimes),A few days (It happens sometimes),A few days (It happens sometimes),Never (It doesn't happen at all)
3/31/2025 0:33:57,Male,18-25,In a relationship,Nuclear (Both parents live together with their children),No,Yes,Yes,In bachelors,Student,College,Master’s,2-3 times a week,Mostly healthy meal,Almost every day,Often,No,Pretty happy,Fintech,Yes,Yes,,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),A few days (It happens sometimes),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),"Low (Often feel tired, low energy)",My appetite is normal.,Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Never (It doesn't happen at all),Almost every day (It happens nearly every day),Most days (It happens more than half the time)
4/1/2025 5:37:18,Male,18-25,"Single, never married",Nuclear (Both parents live together with their children),No,Yes,Yes,In bachelors,Student,School,Bachelor’s,5-6 times a week,Mostly healthy meal,Almost every day,Never,No,Pretty happy,Software Engineering ,Yes,Yes,No. Alhamdulillah This is mercy of God that I am in a family which is financially well-stabled,Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),A few days (It happens sometimes),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),Never (It doesn't happen at all),Never (It doesn't happen at all),A few days (It happens sometimes),Never (It doesn't happen at all),"Moderate (Sometimes feel tired, but mostly okay",My appetite is normal.,Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),Never (It doesn't happen at all),Most days (It happens more than half the time),Almost every day (It happens nearly every day),Almost every day (It happens nearly every day),A few days (It happens sometimes),Almost every day (It happens nearly every day)
